,latitude,longitude,neighbor
2541,33.6791081,-112.0311753,3
2542,36.0092075661,-115.1181343195,6
2543,36.0294489835,-115.090292,1
2544,36.1137611,-115.1629728,3
2545,41.434188,-81.498748,3
2546,33.4532552362,-111.9260503113,2
2547,35.1172995888,-80.857206753,14
2548,33.2909315794,-111.8397254893,2
2549,33.3906757,-111.6960228,1
2550,33.3649506,-111.7915559,1
2551,35.048518,-80.646493,5
2552,40.45871,-79.9294759,2
2553,33.3629354,-111.8741736,3
2554,40.4294260444,-79.8105829865,9
2555,40.3367,-80.0236,2
2556,36.036002,-115.1192015,1
2557,41.7088843,-81.2581254,1
2558,33.5713425,-112.0938805,1
2559,40.442128,-79.960867,1
2560,41.3150936,-81.553914,3
2561,35.4080427766,-80.8630929056,18
2562,36.115465,-115.26237,5
2563,33.4213469,-111.8930601,7
2564,33.6713751,-112.0300171,7
2565,33.4932262,-111.9310373,4
2566,41.4623737,-81.2358734,1
2567,33.4249094,-111.9799156,3
2568,36.0711489,-115.2073958,5
2569,33.4508881,-112.0134039,1
2570,33.5875329,-111.8367619,11
2571,36.065043,-115.045582,7
2572,36.1587104797,-115.2367095947,14
2573,33.2332493942,-111.7212796211,1
2574,33.6399444,-112.1497746,6
2575,33.305824557,-112.0536254366,3
2576,33.622595,-111.874035,9
2577,41.371956,-81.882398,1
2578,41.412446,-82.231006,1
2579,36.125036,-115.137646,2
2580,33.4451931345,-111.8518066406,1
2581,33.4729141,-112.1219126,1
2582,41.374399931,-82.0860510574,1
2583,33.2339148,-111.8584479,2
2584,43.1159807,-89.3227655,1
2585,33.3176482,-111.9811282,3
2586,33.5783423,-112.1521033,3
2587,33.479611,-111.9239323,3
2588,41.1248584,-81.600623,4
2589,33.824224,-111.92407,2
2590,33.533242,-111.926212,4
2591,36.0708852,-115.0348237,1
2592,33.3137191,-111.6975832,1
2593,36.097435,-115.029413,2
2594,35.339239,-80.704058,1
2595,36.0552046,-115.2509345,5
2596,33.627381,-112.11491,1
2597,35.096098,-80.785635,3
2598,36.1117624,-115.2216129,1
2599,36.1135412,-115.2969419,5
2600,36.0809667,-115.2244853,31
2601,33.437548,-111.999108,1
2602,33.4612622744,-112.1992668699,1
2603,33.3906736692,-111.8553340808,8
2604,33.2991253,-111.6685274,1
2605,36.0406276166,-115.1912561768,1
2606,40.4968923164,-79.9438684752,3
2607,36.0100729,-115.1186456,8
2608,33.5173453,-112.0947708,1
2609,36.2649537244,-115.2519058809,1
2610,40.2691661,-80.1331759,2
2611,33.3446726,-111.8310543,1
2612,43.1879461637,-89.2299473367,1
2613,40.4567689,-80.0562864,1
2614,41.1485848,-81.5077099,10
2615,33.829703,-111.9289069,5
2616,35.4261252,-80.5956979,2
2617,33.6413247,-112.2127147,3
2618,35.0683792,-80.8422187,11
2619,33.415549,-111.735609,1
2620,33.4674145,-112.098701,3
2621,33.663585,-112.029666,3
2622,36.1651262127,-115.1163050487,2
2623,43.0766274,-89.3839725,17
2624,36.19586,-115.127856,2
2625,40.138569,-88.25732,2
2626,36.1403,-115.137731,1
2627,40.5426983113,-80.1779897658,1
2628,36.143819,-115.2238832,3
2629,36.066986,-115.0241694,1
2630,33.5803497,-112.2052656,3
2631,33.3356843023,-111.82623,9
2632,33.5816862,-111.9288048,3
2633,36.1019239,-115.197122,1
2634,33.3772739,-111.8107665,1
2635,36.1212415929,-115.2958674136,1
2636,36.1220165,-115.3247337,3
2637,33.6046225,-111.9834089,1
2638,36.111272,-115.190517,1
2639,33.6829871,-112.1160553,3
2640,35.204712,-80.86684,1
2641,33.4653191,-112.0299054,1
2642,40.436361,-79.800353,1
2643,36.15962,-115.21685,1
2644,35.2330495,-80.8535372,1
2645,41.297813,-81.361718,1
2646,33.3823711,-111.9258427,5
2647,33.4653351,-112.2773056,7
2648,36.0557080377,-115.1691721867,3
2649,33.299085,-111.87535,1
2650,33.3795686,-112.0310677,11
2651,33.3639856484,-111.8622166291,1
2652,33.378132,-112.1015309,1
2653,33.506771,-111.92834,2
2654,33.5783555,-111.8763689,4
2655,33.3630488823,-111.8582754233,2
2656,35.3653136,-80.701516,4
2657,35.2205597,-80.8168973,11
2658,41.4798463,-81.6895912,11
2659,33.3056186,-111.9922922,6
2660,40.4266081,-79.9729271,1
2661,33.7413169691,-112.1040576916,1
2662,33.5527984,-112.0542597,21
2663,33.3628077,-111.8757857,13
2664,33.624292,-111.941401,10
2665,33.479392,-112.128752,1
2666,36.0212602901,-115.0864390448,38
2667,33.3961975,-111.8248042,2
2668,33.6400254459,-111.9952428202,17
2669,36.150216,-115.242748,6
2670,33.3091946,-111.8210866,11
2671,41.5246187,-81.435551,1
2672,41.365428,-81.3411745,1
2673,33.7099959,-112.158021,1
2674,33.5311194521,-111.927639169,1
2675,33.6410398,-111.9769085,1
2676,35.999282,-115.2064464,3
2677,36.0280249,-115.0840816,25
2678,43.0744741357,-89.4512823969,4
2679,33.4638929251,-112.3436519349,3
2680,36.1263728,-115.2797053,1
2681,35.0314810755,-80.8522725105,2
2682,36.020552,-115.089984,17
2683,36.0632075402,-115.2235985103,6
2684,33.281298,-111.790992,6
2685,36.1017316,-115.1891691,7
2686,36.1615182,-115.1476218,2
2687,35.264932,-81.147957,2
2688,33.414355,-111.9133553,5
2689,36.1860824,-115.2849624,8
2690,36.0996599016,-115.3002590686,10
2691,33.3625051,-111.9127472,17
2692,35.367343,-80.7128223,1
2693,36.2766633,-115.1158985,3
2694,41.369809,-81.803849,9
2695,33.4052861,-111.9653349,1
2696,36.0053184263,-115.0937621039,21
2697,35.995072,-115.206057,17
2698,33.416029,-111.763242,3
2699,33.4148563732,-111.6731232405,2
2700,36.1651334,-115.1672559,4
2701,34.9564,-81.0462,3
2702,33.5986960791,-112.2775053978,1
2703,33.505275,-112.0095222,1
2704,35.2346,-80.8535,1
2705,33.4876081937,-112.0301229134,7
2706,33.3933155,-112.1331165,1
2707,36.2184531,-115.1280961,2
2708,33.4813188,-112.0191484,2
2709,33.3260297,-111.8747445,14
2710,33.3849002905,-111.6965817434,1
2711,35.0082736,-80.920053,1
2712,33.778264,-112.109855,1
2713,43.189032,-89.431973,1
2714,33.422542,-111.903543,16
2715,41.4789363,-81.7404134,2
2716,33.6848297,-111.9232407,6
2717,33.6790577,-111.9768097,4
2718,36.0634320002,-115.2517197933,6
2719,33.2757431,-111.7918256,19
2720,36.1320043,-115.1587623,3
2721,40.3815285,-79.9986195,3
2722,33.5982609415,-112.1508913901,7
2723,33.631660600000004,-111.9211009,1
2724,33.52236,-112.09332,2
2725,41.5182538,-81.4509208,2
2726,40.437105,-79.9964954,1
2727,36.0389085,-114.9772714,3
2728,35.0898611,-80.8509903,1
2729,33.375299,-112.16782,1
2730,41.6627100271,-81.2407391891,2
2731,33.3365411,-111.7736464,1
2732,41.119152,-81.4796387,5
2733,36.2834061,-115.1767405,1
2734,33.65097,-112.186333,2
2735,36.096429539,-115.0467557558,2
2736,36.0129832,-114.9543097,1
2737,36.0988842451,-115.1753998768,31
2738,33.307742,-111.974949,1
2739,36.0884025,-115.2963989,5
2740,36.054765,-115.280529,3
2741,41.4985512804,-81.4940873147,32
2742,41.4632508,-81.9545484,3
2743,35.1246906,-80.8795992,1
2744,35.337406,-80.7570662,19
2745,33.4075797,-111.9471089,8
2746,33.5823572,-111.9819184,4
2747,35.9729946,-114.8483883,4
2748,40.4528453,-79.92905,2
2749,36.1846845033,-115.1390551572,1
2750,40.5182626,-79.8436353,4
2751,36.2162574,-115.2249484,1
2752,35.9840935465,-115.1918659732,1
2753,33.2204106,-111.8249526,4
2754,35.37165,-80.736476,1
2755,33.4478910339,-112.0738992847,73
2756,35.2334248341,-80.8433405809,1
2757,43.070676,-89.310483,2
2758,33.3181505,-111.8973346,3
2759,33.4213836625,-111.9085593273,7
2760,41.683669,-81.297477,1
2761,36.014212,-114.9557194,1
2762,33.6406667,-112.1317925,3
2763,41.520067,-81.4591415,4
2764,33.285218,-111.71703,4
2765,36.1465174993,-115.3333720682,1
2766,33.6383628,-111.9790912,18
2767,36.15853601,-115.1820135489,2
2768,36.1451648,-115.2961171,14
2769,36.0928388,-115.2068401,2
2770,33.4590023,-112.3930576,4
2771,40.5879393,-80.2248851,3
2772,41.3104944,-81.4415466,2
2773,33.5082687981,-112.0303423545,1
2774,36.200952,-115.281891,2
2775,35.282821,-80.669151,4
2776,33.3947794,-111.9085598,9
2777,33.4886328,-112.0823276,6
2778,35.9725193,-114.9119698,3
2779,33.5389079,-112.1721194,1
2780,40.1111448,-88.2391289,1
2781,33.4065751,-111.924345,4
2782,33.396106,-111.684278,5
2783,33.63074,-111.9214239,1
2784,36.1170400437,-115.0906533139,6
2785,33.466738,-112.004673,1
2786,41.4194911,-82.2118242,1
2787,36.02375,-115.127002,2
2788,33.4783928,-112.2735161,1
2789,33.566514,-112.169555,1
2790,36.204173,-115.25471,3
2791,36.2393888,-115.2043747,2
2792,40.6231932,-79.9423788,1
2793,36.0208520614,-115.2773894037,6
2794,36.0334884,-115.0487306,3
2795,33.675731999999996,-111.971552,18
2796,33.5392485,-111.9203854,3
2797,33.4946478069,-112.2918074491,9
2798,40.1135266294,-88.2459640503,1
2799,35.0859302,-80.8517941,1
2800,33.6835472005,-111.9659551979,9
2801,40.34462,-80.058421,1
2802,36.125505139,-115.2086906546,3
2803,35.20431,-80.910784,1
2804,35.0297995,-80.8498338,1
2805,33.6117396,-112.1105257,5
2806,36.1285837,-115.0826289,1
2807,36.20109,-115.24229,2
2808,33.640076,-112.004291,5
2809,41.4992596571,-81.6768886045,1
2810,41.462629,-81.494377,3
2811,40.3369138,-79.8100027,1
2812,35.1702847,-80.850039,1
2813,33.5839931,-111.9788734,20
2814,36.1092303552,-115.1540356536,11
2815,33.5389739,-112.0641603,11
2816,36.1451868,-115.2181405,2
2817,33.5817383,-111.9310566,9
2818,36.1163819,-115.1850253,10
2819,33.4634684,-112.3531801,2
2820,36.158276,-115.2129535,5
2821,33.4902201,-111.9424214,1
2822,41.7422812666,-81.2812566164,1
2823,33.3497773,-111.9010337,1
2824,43.0678285,-89.4071678,16
2825,41.462116,-81.9593646,5
2826,40.4033,-79.9157,1
2827,36.190955,-115.305489,2
2828,36.153108,-115.192717,1
2829,33.6398083,-112.2517229,1
2830,36.219901899999996,-115.2504833,15
2831,33.419842,-112.004392,1
2832,33.6398509,-112.3859216,1
2833,33.4379594,-111.9183254,2
2834,41.4295576,-82.2033511,2
2835,36.0770479154,-115.101459536,6
2836,33.3030929,-111.84037000000001,2
2837,34.998638,-80.918874,1
2838,33.3788183,-111.6905887,3
2839,43.12878,-89.297626,2
2840,33.6392118,-112.2412891,1
2841,33.4953544,-111.9927009,1
2842,33.305743,-111.961892,1
2843,40.4088992,-79.9180896,1
2844,35.2268851,-80.8442379,6
2845,36.1453962,-115.2581057,6
2846,35.3166471034,-80.7401313633,8
2847,35.4047921786,-80.8410087453,5
2848,33.59818,-112.2815727,1
2849,33.6741462,-112.2028347,1
2850,36.143083,-115.2549568,4
2851,36.1139221,-115.2803993,25
2852,40.3332445,-80.023108,5
2853,36.1801198,-115.0797286,2
2854,33.450332,-111.702783,3
2855,43.0174466,-89.472961,2
2856,33.4664341,-112.1696754,1
2857,33.6373411,-112.3670266,3
2858,33.6116488,-112.1652835,10
2859,40.543942,-80.008143,38
2860,36.0439409,-115.236469,1
2861,36.0571773,-115.0248284,2
2862,36.1988090052,-115.2432470396,7
2863,36.029596485,-115.0858211517,11
2864,43.2165794,-89.3399259,1
2865,33.382779,-111.8274821,1
2866,34.9243485,-80.7448698,4
2867,36.2857688,-115.2853389,7
2868,33.465462,-112.078017,19
2869,43.0584893289,-89.5049741579,4
2870,33.4955111,-112.0058586,1
2871,33.331553,-111.982625,4
2872,33.4666999,-112.2545616,3
2873,33.4601,-112.34137,2
2874,41.4199861751,-81.9092237949,1
2875,40.4483593,-79.9351834,1
2876,41.5243194007,-81.3401341333,1
2877,35.295053,-80.762701,5
2878,33.5125788,-111.9258489,2
2879,36.0603668,-115.0044627,2
2880,36.2167809642,-115.2124019712,2
2881,40.351485,-79.9601923,1
2882,36.110651708,-115.2042988651,2
2883,33.319378,-111.929321,10
2884,41.6660512,-81.4266429,1
2885,43.1866,-89.2315,1
2886,36.0761992,-115.1818232,4
2887,33.390513,-111.6901459,26
2888,33.5768336713,-112.239118,1
2889,41.437291,-81.922638,1
2890,36.1005024,-115.3143631,7
2891,33.407634295,-111.8783997756,1
2892,33.6841932,-112.1039681,8
2893,41.4867714,-81.7667818,3
2894,40.4540368,-79.9814643,5
2895,33.274697,-111.859839,20
2896,33.641271,-112.188178,1
2897,36.0308697,-115.0299456,1
2898,35.0074015,-80.9247843,1
2899,36.1641802266,-115.2896297427,32
2900,33.5819233,-112.0086066,8
2901,35.1458134603,-80.9240420535,1
2902,36.1175838,-115.1884813,9
2903,36.0216326,-115.2777342,7
2904,36.1696655,-115.1441707,2
2905,33.4267811,-111.9408348,11
2906,36.0742913,-115.2242656,1
2907,33.6531273,-112.1166149,1
2908,41.1586848,-81.4416184,4
2909,43.0745333,-89.5262278,1
2910,41.347261,-81.4153,1
2911,33.6165183,-111.8528994,1
2912,43.1757715,-89.2434621,1
2913,33.3930552,-111.702637,2
2914,41.5053225,-81.5997172,2
2915,33.670006,-112.187071,2
2916,36.1256634,-115.2234519,18
2917,35.160978,-80.7400635,4
2918,40.3919796,-80.0173011,3
2919,35.152592,-80.795155,1
2920,33.465611,-112.082178,28
2921,33.3026897178,-111.9841901344,1
2922,33.6377684,-112.2109463,1
2923,40.4476077,-80.0099399,1
2924,40.3387881,-79.9610305,1
2925,36.041158,-115.047221,2
2926,33.5646512,-112.2538209,6
2927,35.2034535,-80.7215716,5
2928,36.1171589,-115.2402771,1
2929,33.4786702,-111.9828972,1
2930,35.221203,-80.8353785,1
2931,41.3138,-81.7241,1
2932,33.5243485,-111.9275254,3
2933,41.157469,-81.861339,2
2934,33.42857,-111.97702,1
2935,36.112496,-115.14244,1
2936,36.0840564,-115.2955655,1
2937,33.4885059,-112.1126088,1
2938,35.0915339,-80.8435308,2
2939,35.406409,-80.7131664,1
2940,36.312554,-115.20667,1
2941,36.1006463107,-115.3020415166,1
2942,33.3727718,-111.8144957,1
2943,41.4258406,-82.0809292,1
2944,36.1693404371,-115.0616453961,3
2945,33.63994,-112.08032,2
2946,33.4943965,-111.9955077,12
2947,33.6439129,-112.3520311,1
2948,33.4197977,-111.9390302,1
2949,41.6627017,-81.3639031,1
2950,35.4604106,-80.9925985,1
2951,41.20817,-81.84332,1
2952,40.4728544,-79.9591286,5
2953,33.430164,-111.903534,1
2954,36.077528,-115.071768,1
2955,36.1454046913,-115.2414426801,12
2956,41.4178357,-81.8966901,1
2957,41.4058131,-81.7668848,2
2958,36.0758593,-115.0725933,3
2959,33.4661842,-111.8966168,1
2960,33.4666298,-111.9000416,3
2961,33.3932579,-112.0459022,2
2962,33.4660663,-112.0582801,1
2963,36.0401213,-115.0274541,4
2964,33.2411354,-111.7256936,15
2965,41.1108205,-81.4773294,1
2966,33.4075867,-112.072603,2
2967,33.4150357,-111.6889846,1
2968,40.1140121,-88.2440405,1
2969,33.29782,-111.74577,2
2970,33.652608,-112.254987,2
2971,36.1150934547,-115.0556100905,1
2972,33.4601898,-112.1347314,1
2973,33.378612439,-111.7382407003,1
2974,35.1971971,-80.7999271,4
2975,36.235212,-115.229456,1
2976,33.5974178719,-111.9816356153,5
2977,36.062976781,-114.9551010132,1
2978,40.4623292,-79.9234229,2
2979,41.2645345,-81.2312356,1
2980,40.4256866,-79.9750185,1
2981,41.5011607,-81.6917566,1
2982,36.1304095,-115.1108941,7
2983,41.417972,-81.7787904,1
2984,41.1505306,-81.3600448,2
2985,33.6090048,-112.2208106,5
2986,41.672228,-81.326862,1
2987,33.3802173,-112.2003086,1
2988,43.102869,-89.3457212,4
2989,33.4299773,-111.8726536,2
2990,36.157845,-115.16367,1
2991,33.46175,-112.16962,1
2992,35.2095167,-80.8541469,1
2993,33.3613367,-111.9103993,15
2994,36.0993836753,-115.1699106477,1
2995,33.3194631349,-111.8742864129,18
2996,35.0119916,-80.8514385,5
2997,33.6378931,-112.1669488,6
2998,33.4610562,-111.925815,2
2999,41.3967393,-81.5424675,1
3000,33.6246613,-111.9435263,4
3001,36.1362575,-115.1512526,20
3002,33.2815256708,-111.9743943214,1
3003,33.383299,-111.925285,8
3004,41.501646792,-81.5356645844,1
3005,40.0854477,-88.2461754,1
3006,41.4190810505,-81.7322783938,1
3007,33.3046248,-111.982272,4
3008,41.422831,-81.477509,1
3009,33.6070056496,-112.357315642,8
3010,35.130033,-80.718261,1
3011,36.1273414,-115.1858929,3
3012,33.4056163,-111.9394405,3
3013,36.156418,-115.333588,29
3014,41.462942,-81.461824,7
3015,33.4656197,-111.9284182,5
3016,36.1462185653,-115.2424862981,2
3017,41.1370735,-81.7856155,2
3018,35.9652244803,-115.1696663726,5
3019,33.3772179,-111.9592881,1
3020,33.3921297,-112.1365012,1
3021,33.5032650522,-111.9257382,12
3022,36.1434033,-115.1891941,2
3023,36.041095,-115.120455,6
3024,36.1587525679,-115.2354441583,3
3025,40.4106948,-80.0244163,4
3026,33.5968351,-112.1356628,5
3027,36.1603426689,-115.0772330875,2
3028,41.3056545565,-81.83462170600001,3
3029,36.0817851827,-115.1194409654,12
3030,33.321057,-111.694382,1
3031,36.157958,-115.153441,13
3032,36.277872,-115.2895,1
3033,33.573704,-111.8850381,4
3034,41.4847114,-81.7834336,3
3035,35.0562941,-80.8353961,14
3036,33.6572103,-111.9266351,3
3037,36.101194,-115.302575,20
3038,36.0870958,-115.1192258,4
3039,40.4948263,-80.2042737,1
3040,33.6376847,-112.0623802,1
3041,35.1766828,-80.7527509,1
3042,33.5060261,-112.0412526,5
3043,36.1296278,-115.1726598,4
3044,33.664516,-112.2026347,11
3045,33.5002294,-112.1001543,2
3046,40.4273678,-79.9690862,18
3047,33.7372461,-112.1549442,2
3048,33.5286773,-111.9726515,5
3049,40.5109338,-79.9461767,4
3050,40.2937464,-79.9966742,3
3051,36.168317,-115.130396,1
3052,36.1004411,-115.1892402,1
3053,33.677853999999996,-111.978579,9
3054,33.5419889,-112.1220167,1
3055,33.5537109375,-112.1044387817,1
3056,36.1009842,-115.0544387,7
3057,35.2468673,-80.8058408,28
3058,33.3053674,-111.8498515,1
3059,41.395817,-81.6419229,18
3060,33.640894,-112.043225,1
3061,40.3376297447,-79.9774027947,2
3062,33.5098637,-112.0919065,4
3063,36.115603,-115.1230965,4
3064,41.241906,-81.440698,14
3065,33.3348350525,-111.9125213623,3
3066,43.0792634,-89.3898652,7
3067,36.0153561,-115.1185146,3
3068,36.0990311,-115.1708014,20
3069,33.5389619,-112.1922813,2
3070,36.231972,-115.109661,1
3071,33.638378,-112.147772,5
3072,33.470887,-111.744704,1
3073,41.4029496,-81.5507252,1
3074,33.5958474,-111.9804707,3
3075,36.1596183,-115.2330307,8
3076,33.6127807,-111.8650181,2
3077,36.0607848791,-115.0405527582,18
3078,33.6384228527,-112.1354858221,2
3079,33.4657771,-112.3893323,1
3080,33.6761368,-111.8888069,5
3081,41.1182933,-81.5882722,8
3082,41.4827699,-81.7362458,1
3083,35.13326,-80.709491,3
3084,33.4880779,-112.1365443,1
3085,33.3052343,-111.9026145,8
3086,36.060258,-115.27869,6
3087,33.5370013,-112.152069,1
3088,35.2543875,-81.0421704,1
3089,35.2369303,-80.8743807,1
3090,36.1594893,-115.1859053,1
3091,43.0742068,-89.4292401,1
3092,36.1309442,-115.2784531,2
3093,40.4388749,-79.9875623,1
3094,35.1980714521,-80.792582328,2
3095,33.4840703,-112.3641733,17
3096,33.4249468,-111.976795,1
3097,33.4141508,-111.6961003,2
3098,41.4973443,-81.7036271,1
3099,36.0664616442,-115.1509713874,1
3100,35.187199,-80.874672,1
3101,35.2227686,-80.8253859,1
3102,36.1078103,-115.1989414,4
3103,40.5903445,-79.7496085,2
3104,43.0724417,-89.4036783,1
3105,41.3310322,-81.7226005,2
3106,33.318572,-111.8918425,16
3107,36.1958296,-115.0627704,2
3108,33.625993199999996,-111.9945872,1
3109,33.6236678,-111.8969834,8
3110,35.1065191,-80.8073691,4
3111,40.112846,-88.240661,2
3112,33.2817211,-111.7889754,13
3113,40.4891772611,-79.8925406952,3
3114,36.0196871,-115.2619723,1
3115,40.4417703,-80.0870155,3
3116,36.1830119106,-115.0907362156,1
3117,40.0827962,-88.2965905,1
3118,35.0479867,-80.9923712,7
3119,33.4506622,-112.1931339,1
3120,33.552822,-112.109352,3
3121,40.4623208508,-79.9249122177,4
3122,33.5531097,-112.1693169,4
3123,36.2963355979,-115.2057410486,1
3124,40.3478337,-80.0271839,1
3125,36.0708015,-115.1907291,2
3126,36.0053734,-115.0965005,10
3127,33.407148498,-111.9654689357,4
3128,36.2126504,-115.208901,2
3129,33.306251,-111.759329,6
3130,33.3823,-111.82261,1
3131,40.6170984,-80.0533754,2
3132,36.1017189,-115.259013,1
3133,41.39881,-81.958345,3
3134,33.4072285,-111.9244348,2
3135,33.4217152,-111.9507285,7
3136,36.2187557,-115.2645422,3
3137,36.2047643,-115.2533861,2
3138,41.1386095742,-81.3727893357,1
3139,35.2194462829,-80.8120589016,12
3140,33.5710945,-111.8765844,1
3141,36.0644295,-115.0151346,2
3142,33.392117999999996,-111.718566,9
3143,33.4677547,-112.1687764,1
3144,40.413303,-79.798434,1
3145,33.3788552252,-111.7804028467,2
3146,33.3348338803,-111.8624486811,5
3147,40.49388,-79.860465,1
3148,33.465243,-111.916727,14
3149,33.31826,-112.0011544,1
3150,33.483722,-112.0479332,8
3151,35.410704,-80.842643,6
3152,36.0609332,-115.2242758,1
3153,35.1030829,-80.9862805,3
3154,33.3074641,-111.7585504,7
3155,41.294868,-81.835751,4
3156,33.538515,-112.132925,7
3157,33.4560559,-112.0735385,12
3158,35.1728474,-80.6568171,2
3159,36.0812885,-115.112901,2
3160,36.126606,-115.2070253,10
3161,40.5216945,-79.9594243,1
3162,42.9791551,-89.5162724,3
3163,33.5619867,-112.2581708,2
3164,40.5288674,-80.0074403,2
3165,36.1567543,-115.2791745,1
3166,35.2252005,-80.8473796,2
3167,33.5592309,-112.064814,3
3168,33.7142316,-112.1421131,16
3169,33.6455119,-112.032476,1
3170,33.4382789,-112.0178286,9
3171,40.1121971,-88.2384927,2
3172,33.6398306,-111.8937016,2
3173,41.414629,-81.71096,3
3174,40.1125152,-88.2715751,2
3175,33.482327,-112.0833779,3
3176,33.31819,-111.969203,7
3177,36.2636522,-115.2575351,16
3178,33.394377,-111.851866,1
3179,33.5669912,-111.8985922,10
3180,33.3210931,-111.6852165,4
3181,33.4551692,-112.0868063,7
3182,41.1510006,-81.5091598,2
3183,40.4847129,-79.9479058,2
3184,33.464103,-112.0131539,1
3185,36.1576736099,-115.289914459,25
3186,36.0881,-115.244,1
3187,36.3201284,-115.2168438,1
3188,33.3768372,-112.1690093,1
3189,33.5511767,-112.1833114,4
3190,33.3054832,-111.8700269,3
3191,36.0550729,-115.0378708043,5
3192,35.9966966,-115.124668,4
3193,35.459561,-80.6082987,1
3194,40.4299984,-79.8132711,1
3195,35.091398,-80.876143,1
3196,33.5975356,-112.2015039,6
3197,33.6384488,-112.3085104,1
3198,33.4110527,-111.6968612,1
3199,33.421311,-111.9258527,7
3200,33.302323236,-111.756265392,2
3201,41.4578013,-81.8509518,1
3202,36.1761018,-115.2602821,1
3203,41.5404547,-81.4464988,2
3204,35.9981125,-115.1118818,3
3205,36.115613,-115.132619,4
3206,33.2986185,-111.840696,1
3207,41.485548,-81.811176,3
3208,33.4828166,-112.1321233,1
3209,35.3733862107,-80.727383699,12
3210,36.020606,-115.047811,8
3211,33.438419,-112.064594,1
3212,33.4565552136,-112.341608594,1
3213,33.5232294914,-112.0736542189,1
3214,36.1587642405,-115.1973695869,6
3215,33.6370611,-112.2239376,5
3216,41.5133686,-81.6107857,3
3217,35.224421,-80.848247,14
3218,33.7419199667,-112.321129851,1
3219,33.477388,-111.984509,1
3220,33.4226647,-111.9364325,13
3221,34.9709283,-81.0291828,4
3222,41.4516838761,-81.8343797699,1
3223,33.246176,-111.790605,8
3224,36.115652,-115.1377978,5
3225,33.4686515753,-111.6833092286,5
3226,33.6982157,-112.0876872,1
3227,33.4258056,-111.8210913,2
3228,36.2387598,-115.2241644,15
3229,33.6145415795,-111.9264678085,5
3230,40.3326499,-79.9460512,3
3231,33.2766783896,-111.8751254736,8
3232,36.1600053,-115.2349844,6
3233,35.233025,-80.835683,1
3234,33.670627,-112.201667,8
3235,36.1318649,-115.1924321,12
3236,33.3775849,-111.9403397,8
3237,33.6368051,-112.3537923,2
3238,33.5667377,-112.10865,1
3239,41.4202196,-81.7318641,3
3240,33.6406469496,-112.3566480057,1
3241,33.4915587,-111.9235111,1
3242,33.7315402,-112.1366176,1
3243,35.2115032,-80.7621009,6
3244,33.7149105285,-112.1160852606,1
3245,35.128028,-80.702461,9
3246,41.393987,-81.6441,4
3247,41.426,-81.893585,1
3248,36.2429356,-115.2343495,1
3249,33.4071305,-111.9230866,1
3250,40.3943188,-80.0212783,25
3251,33.5151023,-111.9075982,1
3252,33.3951613,-111.7018452,3
3253,43.0728256377,-89.3845476955,13
3254,36.1465274,-115.3036756,3
3255,33.6341299,-111.9243289,11
3256,33.3925411,-111.7867535,4
3257,33.7028256,-112.082678,1
3258,36.2757974742,-115.1449704193,5
3259,33.3036313,-111.9569534,1
3260,35.2084113,-80.8252293,1
3261,41.2874724,-81.3608232,1
3262,33.4152896,-111.7853334,2
3263,33.4159614,-111.9904825,3
3264,33.6381178315,-112.3582340841,12
3265,33.652529,-111.9264588,1
3266,33.6249937,-112.1127485,4
3267,41.1971333,-81.8871139,1
3268,36.069944,-115.027287,1
3269,36.1008878,-115.0792238,4
3270,41.3571498,-81.4677736,1
3271,41.157281,-81.40094,2
3272,35.245171,-80.8952793,2
3273,33.3937147,-111.7884277,1
3274,41.583577,-81.190312,1
3275,36.148656,-115.209809,9
3276,33.636024,-111.97742,2
3277,43.1035957,-89.311231,1
3278,35.0939713,-80.8655831,1
3279,33.6809616,-112.2397651,5
3280,36.066631726,-115.186543113,1
3281,41.484916,-81.703687,93
3282,36.1430921,-115.2936208,1
3283,43.060009,-89.495223,1
3284,33.4810166,-111.9958614,2
3285,36.0550691574,-115.2440910921,4
3286,36.0420494,-115.1224444,3
3287,36.0649678,-115.2488196,5
3288,36.280709,-115.222389,1
3289,41.5194257856,-81.4956962317,2
3290,43.123698,-89.355581,2
3291,41.7137521,-81.2991307,2
3292,41.520323,-81.481045,1
3293,33.5683477,-111.8884448,8
3294,33.4571057,-111.9012471,1
3295,33.3928555,-111.8258375,3
3296,41.3152884,-81.7833308,4
3297,36.1966899,-115.150514,2
3298,33.6151554783,-111.8983288141,4
3299,41.433372,-81.8008714,1
3300,40.4273292,-79.8862257,1
3301,40.3469831,-79.8171641,1
3302,40.6157529,-80.0925369,3
3303,41.4563071,-81.6447659,1
3304,36.099414,-115.2087414,10
3305,36.1483689,-115.1536715,1
3306,33.5812771,-112.2069337,1
3307,33.466613,-111.704035,1
3308,33.6071869,-112.3933836,15
3309,35.053885,-80.68348399999999,1
3310,40.3303017,-79.7115255,1
3311,36.2337218,-115.250855,8
3312,33.4678604,-112.0296123,3
3313,43.0141369,-89.2886944,1
3314,33.4009618033,-111.6323286389,1
3315,33.4980050349,-111.9185859337,4
3316,33.3771567,-112.0456329,3
3317,43.1193287,-89.3201096,1
3318,33.4803234,-111.9603069,4
3319,33.5987928,-112.0127053,1
3320,33.6722142,-112.2375488,6
3321,33.5245852,-112.1863632,2
3322,35.1988743,-80.79540539999999,2
3323,33.6395918,-112.050711,1
3324,35.9979628,-115.1207766,1
3325,40.28694,-80.021663,1
